"Determine the way how to interlink a property to an association or a collection.
Nesting Select: use a stand alone select to fetch association and collection data.
Nesting ResultMap: use 'left join' to fetch association and collection data.",,,res://addons/gdsql/tabs/mapper_graph.tscn,"Determine the way how to interlink a property to an association or a collection.
Nesting Select: use a stand alone select to fetch association and collection data.
Nesting ResultMap: use 'left join' to fetch association and collection data.","设置关联与集合映射关联方式
嵌套查询：独立查询加载关联/集合数据
嵌套结果集：左连接加载关联/集合数据","設定屬性與關聯/集合的連結方式
巢狀選取：獨立查詢載入關聯與集合資料
巢狀結果對應：透過左連結載入關聯與集合資料。","プロパティと関連・コレクションの連携方式を設定
ネスト選択：個別クエリで関連データを取得
ネスト結果マップ：左結合で関連データを取得。","속성과 연결/컬렉션 연결 방식 설정
중첩 선택: 독립 쿼리로 연결 데이터 조회
중첩 결과 매핑: 왼쪽 조인으로 연결 데이터 조회.","Establece el vínculo entre propiedad y relación/colección
Selección anidada: consulta independiente para datos relacionados
Mapeo anidado: usa LEFT JOIN para datos relacionados.","Defina a forma de vincular uma propriedade a uma associação ou coleção.
Seleção Aninhada: use uma seleção independente para buscar dados de associação.
Mapa de Resultado Aninhado: use 'left join' para buscar dados de associação.","Définir le lien entre une propriété et une association/collection
Sélection imbriquée : requête indépendante pour les données associées
Mappage imbriqué : utiliser une jointure gauche pour les données associées.","Verbindung zwischen Eigenschaft und Zuordnung/Sammlung festlegen
Verschachtelte Auswahl: Unabhängige Abfrage für zugeordnete Daten
Verschachtelte Ergebniszuordnung: LEFT JOIN für verknüpfte Daten verwenden.","Способ связи свойства с связями и коллекциями
Вложенный выбор: отдельный запрос для связанных данных
Вложенное сопоставление: использовать левый JOIN.","Modalità collegamento proprietà e associazione/collezione
Selezione annidata: query indipendente per dati associati
Mappatura annidata: usa LEFT JOIN per dati correlati.","Ustaw sposób powiązania właściwości z asocjacją/kolekcją
Wybór zagnieżdżony: niezależne zapytanie o dane powiązane
Mapa wyników zagnieżdżona: użyj LEFT JOIN dla danych powiązanych.","Özellik ile ilişki/kolleksiyon bağlantı türünü ayarla
İç içe seçim: ilişkili verileri almak için bağımsız sorgu
İç içe sonuç eşleştirme: sol birleştirme kullan."
Nesting Select,,,res://addons/gdsql/tabs/mapper_graph.tscn,Nesting Select,嵌套查询,巢狀選取,ネスト選択,중첩 선택,Selección anidada,Seleção Aninhada,Sélection imbriquée,Verschachtelte Auswahl,Вложенный выбор,Selezione annidata,Wybór zagnieżdżony,İç İçe Seçim
Nesting ResultMap,,,res://addons/gdsql/tabs/mapper_graph.tscn,Nesting ResultMap,嵌套结果集,巢狀結果對應,ネスト結果マップ,중첩 결과 매핑,Mapeo de resultados anidado,Mapa de Resultado Aninhado,Mappage de résultat imbriqué,Verschachtelte Ergebniszuordnung,Вложенное сопоставление результатов,Mappatura risultato annidata,Mapa wyników zagnieżdżona,İç İçe Sonuç Eşleştirme
Generate mapper by selected nodes.,,,res://addons/gdsql/tabs/mapper_graph.tscn,Generate mapper by selected nodes.,根据选中节点生成映射配置,依選取節點產生對應器,選択ノードからマッパーを生成,선택 노드 기준 매퍼 생성,Generar mapeador por nodos seleccionados.,Gerar mapeador pelos nós selecionados.,Générer le mappeur à partir des nœuds sélectionnés.,Mapper aus ausgewählten Knoten generieren.,Сгенерировать маппер по выбранным узлам.,Genera mappatore dai nodi selezionati.,Wygeneruj mapper z wybranych węzłów.,Seçili düğümlerden eşleştirici oluştur.
Generate mapper by all the nodes.,,,res://addons/gdsql/tabs/mapper_graph.tscn,Generate mapper by all the nodes.,根据全部节点生成映射配置,依全部節點產生對應器,全ノードからマッパーを生成,전체 노드 기준 매퍼 생성,Generar mapeador por todos los nodos.,Gerar mapeador por todos os nós.,Générer le mappeur à partir de tous les nœuds.,Mapper aus allen Knoten generieren.,Сгенерировать маппер по всем узлам.,Genera mappatore da tutti i nodi.,Wygeneruj mapper ze wszystkich węzłów.,Tüm düğümlerden eşleştirici oluştur.
Node List,,,res://addons/gdsql/tabs/mapper_graph.tscn,Node List,节点列表,節點清單,ノードリスト,노드 목록,Lista de nodos,Lista de Nós,Liste des nœuds,Knotenliste,Список узлов,Elenco nodi,Lista węzłów,Düğüm Listesi
Search,,,res://addons/gdsql/tabs/mapper_graph.tscn,Search,搜索,搜尋,検索,검색,Buscar,Pesquisar,Rechercher,Suchen,Поиск,Cerca,Szukaj,Ara
Default,,,res://addons/gdsql/tabs/mapper_graph.tscn,Default,默认,預設,既定,기본,Predeterminado,Padrão,Défaut,Standard,По умолчанию,Predefinito,Domyślnie,Varsayılan
Sort by Name (Ascending),,,res://addons/gdsql/tabs/mapper_graph.tscn,Sort by Name (Ascending),按名称升序排序,依名稱遞增排序,名前順（昇順）,이름 오름차순 정렬,Ordenar por nombre (ascendente),Ordenar por Nome (Crescente),Trier par nom (croissant),Nach Name sortieren (aufsteigend),Сортировка по имени (по возрастанию),Ordina per nome (crescente),Sortuj po nazwie (rosnąco),Ada Göre Sırala (artan)
Sort by Name (Descending),,,res://addons/gdsql/tabs/mapper_graph.tscn,Sort by Name (Descending),按名称降序排序,依名稱遞減排序,名前順（降順）,이름 내림차순 정렬,Ordenar por nombre (descendente),Ordenar por Nome (Decrescente),Trier par nom (décroissant),Nach Name sortieren (absteigend),Сортировка по имени (по убыванию),Ordina per nome (decrescente),Sortuj po nazwie (malejąco),Ada Göre Sırala (azalan)
Sort by Position (Left to Right),,,res://addons/gdsql/tabs/mapper_graph.tscn,Sort by Position (Left to Right),按位置从左至右排序,依位置由左至右排序,位置順（左から右）,위치 왼쪽→오른쪽 정렬,Ordenar por posición (izquierda a derecha),Ordenar por Posição (Esquerda para Direita),Trier par position (gauche vers droite),Nach Position sortieren (links nach rechts),Сортировка по позиции (слева направо),Ordina per posizione (sinistra-destra),Sortuj po pozycji (lewo → prawo),Pozisyona Göre (sol → sağ)
Sort by Position (Right to Left),,,res://addons/gdsql/tabs/mapper_graph.tscn,Sort by Position (Right to Left),按位置从右至左排序,依位置由右至左排序,位置順（右から左）,위치 오른쪽→왼쪽 정렬,Ordenar por posición (derecha a izquierda),Ordenar por Posição (Direita para Esquerda),Trier par position (droite vers gauche),Nach Position sortieren (rechts nach links),Сортировка по позиции (справа налево),Ordina per posizione (destra-sinistra),Sortuj po pozycji (prawo → lewo),Pozisyona Göre (sağ → sol)
Sort by Position (Top to Bottom),,,res://addons/gdsql/tabs/mapper_graph.tscn,Sort by Position (Top to Bottom),按位置从上至下排序,依位置由上至下排序,位置順（上から下）,위치 위쪽→아래쪽 정렬,Ordenar por posición (arriba a abajo),Ordenar por Posição (Cima para Baixo),Trier par position (haut vers bas),Nach Position sortieren (oben nach unten),Сортировка по позиции (сверху вниз),Ordina per posizione (alto-basso),Sortuj po pozycji (góra → dół),Pozisyona Göre (üst → alt)
Sort by Position (Bottom to Top),,,res://addons/gdsql/tabs/mapper_graph.tscn,Sort by Position (Bottom to Top),按位置从下至上排序,依位置由下至上排序,位置順（下から上）,위치 아래쪽→위쪽 정렬,Ordenar por posición (abajo a arriba),Ordenar por Posição (Baixo para Cima),Trier par position (bas vers haut),Nach Position sortieren (unten nach oben),Сортировка по позиции (снизу вверх),Ordina per posizione (basso-alto),Sortuj po pozycji (dół → góra),Pozisyona Göre (alt → üst)
Check whether table has changed.,,,res://addons/gdsql/tabs/mapper_graph.tscn,Check whether table has changed.,检测数据表变更,檢查資料表是否變更,テーブルの変更を検出,테이블 변경 여부 확인,Comprobar si la tabla ha cambiado.,Verificar se a tabela sofreu alterações.,Vérifier si la table a été modifiée.,"Überprüfen, ob die Tabelle geändert wurde.",Проверить изменения таблицы.,Verifica modifiche tabella.,"Sprawdź, czy tabela została zmieniona.",Tablo değişikliğini kontrol et.
NONE,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:160,NONE,无,無,なし,없음,Ninguno,Nenhum,Aucun,Keine,Нет,Nessuno,Brak,Yok
ASSOCIATION,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:163,ASSOCIATION,一对一关联,關聯,関連,연결,Asociación,Associação,Association,Zuordnung,Связь,Associazione,Asocjacja,İlişki
COLLECTION_ARRAY,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:164,COLLECTION_ARRAY,数组集合,陣列集合,配列コレクション,배열 컬렉션,Colección de arreglos,Coleção em Array,Collection de tableaux,Array-Sammlung,Массив коллекции,Collezione array,Kolekcja tablic,Dizi Koleksiyonu
table for linking two tables,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:165,table for linking two tables,多表关联中间表,連結兩份資料表的中介資料表,2つのテーブルを連結する中間テーブル,두 테이블을 연결하는 중간 테이블,Tabla intermedia para vincular dos tablas,Tabela para vincular duas tabelas,Table de liaison entre deux tables,Verknüpfungstabelle für zwei Tabellen,Связующая таблица для двух таблиц,Tabella di collegamento tra due tabelle,Tabela pośrednicząca dla dwóch tabel,İki tabloyu bağlayan ara tablo
LINK_HELPER,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:166,LINK_HELPER,关联辅助器,連結輔助工具,リンク補助,연결 보조기,Ayudante de enlace,Auxiliar de Ligação,Assistant de liaison,Verbindungsassistent,Помощник связей,Assistente collegamenti,Asystent połączeń,Bağlantı Yardımcısı
Class name,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:179,Class name,类名,類別名稱,クラス名,클래스 이름,Nombre de clase,Nome da Classe,Nom de classe,Klassenname,Имя класса,Nome classe,Nazwa klasy,Sınıf Adı
"Class name of the property.
'Entity' is not needed.",,,res://addons/gdsql/tabs/mapper_graph_edit.gd:183,"Class name of the property.
'Entity' is not needed.","属性对应实体类名
无需填写Entity后缀","屬性對應類別名稱
不需額外加上 Entity。","プロパティのクラス名
接頭辞「Entity」は不要です。","속성의 클래스 이름
Entity 접미사는 필요 없음.","Nombre de clase de la propiedad.
No es necesario agregar Entity.","Nome da classe da propriedade.
Não é necessário adicionar 'Entity'.","Nom de classe de la propriété.
Pas besoin d'ajouter le préfixe Entity.","Klassenname der Eigenschaft.
Der Präfix „Entity“ wird nicht benötigt.","Имя класса свойства.
Префикс Entity не требуется.","Nome classe della proprietà.
Non è necessario aggiungere Entity.","Nazwa klasy właściwości.
Nie wymaga prefiksu Entity.","Özelliğin sınıf adı.
Entity öneki gerekli değil."
Type of the element of collection.,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:197,Type of the element of collection.,集合元素类型,集合元素型別,コレクション要素の型,컬렉션 요소 유형,Tipo de elemento de la colección.,Tipo do elemento da coleção.,Type d'élément de collection.,Sammlungselementtyp,Тип элемента коллекции,Tipo elemento collezione,Typ elementu kolekcji,Koleksiyon Öğe Türü
Property name,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:203,Property name,属性名称,屬性名稱,プロパティ名,속성 이름,Nombre de propiedad,Nome da Propriedade,Nom de propriété,Eigenschaftsname,Имя свойства,Nome proprietà,Nazwa właściwości,Özellik Adı
Property Name,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:204,Property Name,属性名,屬性名稱,プロパティ名,속성 이름,Nombre de propiedad,Nome da Propriedade,Nom de propriété,Eigenschaftsname,Имя свойства,Nome proprietà,Nazwa właściwości,Özellik Adı
Drag and drop nodes here to attach them.,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:495,Drag and drop nodes here to attach them.,拖拽节点到此处完成关联绑定。,拖曳節點至此進行綁定,ノードをドラッグ＆ドロップして連結,노드를 드래그하여 연결,Arrastra nodos aquí para vincularlos.,Arraste e solte nós aqui para vincular.,Glissez-déposez les nœuds ici pour les lier.,Knoten zum Verbinden hierher ziehen.,Перетащите узлы для соединения.,Trascina nodi qui per collegarli.,"Przeciągnij węzły tutaj, aby je połączyć.",Bağlamak için düğümleri buraya sürükleyin.
Cannot find a GraphNode! You may have delete it!,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:649,Cannot find a GraphNode! You may have delete it!,未找到图形节点，可能已被删除！,找不到圖形節點！可能已遭刪除！,GraphNodeが見つかりません！削除された可能性があります！,GraphNode를 찾을 수 없습니다! 삭제되었을 수 있습니다!,¡No se encuentra el nodo gráfico! ¡Podría haber sido eliminado!,Não foi encontrado um GraphNode! Você pode ter excluído!,Aucun GraphNode trouvé ! Il a peut-être été supprimé !,Kein GraphNode gefunden! Möglicherweise gelöscht!,"Узел GraphNode не найден! Возможно, удалён!",Nessun GraphNode trovato! Potrebbe essere stato eliminato!,Nie znaleziono węzła GraphNode! Został prawdopodobnie usunięty!,GraphNode bulunamadı! Silinmiş olabilir!
Are you sure to delete selected nodes `%s`?,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:1006,Are you sure to delete selected nodes `%s`?,确定要删除选中节点【%s】吗？,確定刪除選取節點 `%s` 嗎？,選択したノード `%s` を削除してもよろしいですか？,선택한 노드 `%s`를 삭제하시겠습니까?,¿Seguro que deseas eliminar el nodo seleccionado `%s`?,Tem certeza de que deseja excluir os nós selecionados `%s`?,Êtes-vous sûr de vouloir supprimer les nœuds sélectionnés `%s` ?,Ausgewählte Knoten `%s` wirklich löschen?,Удалить выбранные узлы `%s`?,Vuoi eliminare i nodi selezionati `%s`?,Czy na pewno chcesz usunąć wybrane węzły `%s`?,Seçili `%s` düğümünü silmek istediğinizden emin misiniz?
You cannot delete a node from an included file unless you delete the entire included file frame.,,,res://addons/gdsql/tabs/mapper_graph_edit.gd:1022,You cannot delete a node from an included file unless you delete the entire included file frame.,无法删除引入文件内的节点，需删除整个引入文件容器。,無法刪除引入檔內的節點，必須刪除整個引入檔容器。,インクルードファイル内のノードは、ファイル枠ごと削除しない限り削除できません。,포함 파일 내 노드는 전체 프레임을 삭제해야 제거할 수 있습니다.,No se puede eliminar un nodo de un archivo incluido sin borrar el marco completo.,Não é possível excluir um nó de um arquivo incluído sem excluir todo o quadro do arquivo.,Impossible de supprimer un nœud d'un fichier inclus sans supprimer l'ensemble du cadre.,Knoten aus eingefügten Dateien können nicht ohne Löschen des gesamten Rahmens entfernt werden.,Нельзя удалить узлы из подключаемого файла без удаления всего контейнера.,Impossibile eliminare nodi da file inclusi senza cancellare il riquadro completo.,Nie można usunąć węzła z dołączonego pliku bez usunięcia całej ramki.," Dahil edilen dosyadaki düğüm, tüm çerçeveyi silmeden kaldırılamaz."
open project's dir,,,res://addons/gdsql/tabs/new_schema.tscn,open project's dir,打开工程目录,開啟專案資料夾,プロジェクトフォルダを開く,프로젝트 폴더 열기,Abrir carpeta del proyecto,Abrir pasta do projeto,Ouvrir le dossier du projet,Projektordner öffnen,Открыть папку проекта,Apri cartella progetto,Otwórz folder projektu,Proje Klasörünü Aç
open user's data dir,,,res://addons/gdsql/tabs/new_schema.tscn,open user's data dir,打开用户数据目录,開啟使用者資料資料夾,ユーザーデータフォルダを開く,사용자 데이터 폴더 열기,Abrir carpeta de datos de usuario,Abrir pasta de dados do usuário,Ouvrir le dossier des données utilisateur,Benutzerdatenordner öffnen,Открыть папку пользовательских данных,Apri cartella dati utente,Otwórz folder danych użytkownika,Kullanıcı Verileri Klasörünü Aç
